   0.00000   90.00000 1465.94993 294
   1.00000   90.00000 1463.81631 294
   2.00000   90.00000 1462.05229 294
   3.00000   90.00000 1460.96028 294
   4.00000   90.00000 1460.69148 294
   5.00000   90.00000 1461.14508 294
   6.00000   90.00000 1462.10269 294
   7.00000   90.00000 1463.27870 294
   8.00000   90.00000 1464.40431 294
   9.00000   90.00000 1465.31152 294
  10.00000   90.00000 1465.93313 294
  11.00000   90.00000 1466.35313 294
  12.00000   90.00000 1466.62193 294
  13.00000   90.00000 1466.82353 294
  14.00000   90.00000 1466.90753 294
  15.00000   90.00000 1466.97474 294
  16.00000   90.00000 1467.02514 294
  17.00000   90.00000 1467.07554 294
  18.00000   90.00000 1467.10914 294
  19.00000   90.00000 1467.14274 294
  20.00000   90.00000 1467.17634 294
  21.00000   90.00000 1467.19314 294
  22.00000   90.00000 1467.26034 294
  23.00000   90.00000 1467.49554 294
  24.00000   90.00000 1467.78114 294
  25.00000   90.00000 1468.03314 294
  26.00000   90.00000 1468.21795 294
  27.00000   90.00000 1468.33555 294
  28.00000   90.00000 1468.38595 294
  29.00000   90.00000 1468.35235 294
  30.00000   90.00000 1468.26835 294
  31.00000   90.00000 1468.18435 294
  32.00000   90.00000 1467.99954 294
  33.00000   90.00000 1467.66354 294
  34.00000   90.00000 1467.39474 294
  35.00000   90.00000 1468.01634 294
  36.00000   90.00000 1468.60435 294
  37.00000   90.00000 1468.90675 294
  38.00000   90.00000 1468.99075 294
  39.00000   90.00000 1469.12515 294
  40.00000   90.00000 1469.66276 294
  41.00000   90.00000 1470.45237 294
  42.00000   90.00000 1471.34277 294
  43.00000   90.00000 1472.16598 294
  44.00000   90.00000 1472.82119 294
  45.00000   90.00000 1473.25799 294
  46.00000   90.00000 1473.44279 294
  47.00000   90.00000 1473.32519 294
  48.00000   90.00000 1472.90519 294
  49.00000   90.00000 1472.24998 294
  50.00000   90.00000 1471.54438 294
  51.00000   90.00000 1470.93957 294
  52.00000   90.00000 1470.60357 294
  53.00000   90.00000 1470.20036 294
  54.00000   90.00000 1469.86436 294
  55.00000   90.00000 1470.97317 294
  56.00000   90.00000 1471.98118 294
  57.00000   90.00000 1472.61959 294
  58.00000   90.00000 1473.07319 294
  59.00000   90.00000 1473.72840 294
  60.00000   90.00000 1474.08120 294
  61.00000   90.00000 1473.76200 294
  62.00000   90.00000 1472.55239 294
  63.00000   90.00000 1470.62037 294
  64.00000   90.00000 1468.87315 294
  65.00000   90.00000 1470.83877 294
  66.00000   90.00000 1472.98919 294
  67.00000   90.00000 1474.36680 294
  68.00000   90.00000 1474.85401 294
  69.00000   90.00000 1474.68600 294
  70.00000   90.00000 1474.53480 294
  71.00000   90.00000 1475.27401 294
  72.00000   90.00000 1475.89561 294
  73.00000   90.00000 1475.87881 294
  74.00000   90.00000 1475.19001 294
  75.00000   90.00000 1474.04760 294
  76.00000   90.00000 1472.23318 294
  77.00000   90.00000 1470.40197 294
  78.00000   90.00000 1471.66198 294
  79.00000   90.00000 1472.78759 294
