0 -90 1411.3582388019	300
1 -90 1411.3582386711	300
2 -90 1411.358238776	300
3 -90 1411.3582384587	300
4 -90 1411.3582388338	300
5 -90 1411.3582382828	300
6 -90 1411.3582387098	300
7 -90 1411.3582381699	300
8 -90 1411.3582388407	300
9 -90 1411.3582379665	300
10 -90 1411.3582384223	300
11 -90 1411.3582384794	300
12 -90 1411.3582388674	300
13 -90 1411.3582376169	300
14 -90 1411.3582383416	300
15 -90 1411.3582380448	300
16 -90 1411.3582388319	300
17 -90 1411.3582379526	300
18 -90 1411.358238634	300
19 -90 1411.3582378848	300
20 -90 1411.358238828	300
21 -90 1411.3582382126	300
22 -90 1411.3582385641	300
23 -90 1411.3582384269	300
24 -90 1411.3582387059	300
25 -90 1411.3582379191	300
26 -90 1411.3582383592	300
27 -90 1411.3582387027	300
28 -90 1411.3582387566	300
29 -90 1411.3582389401	300
30 -90 1411.3582388457	300
31 -90 1411.3582378324	300
32 -90 1411.3582387611	300
33 -90 1411.3582387724	300
34 -90 1411.3582383636	300
35 -90 1411.3582386387	300
36 -90 1411.3582378605	300
37 -90 1411.358238771	300
38 -90 1411.3582385008	300
39 -90 1411.358238784	300
40 -90 1411.3582386685	300
41 -90 1411.3582388337	300
42 -90 1411.3582382988	300
43 -90 1411.3582387155	300
44 -90 1411.3582386865	300
45 -90 1411.3582387582	300
46 -90 1411.3582383182	300
47 -90 1411.3582388598	300
48 -90 1411.3582386121	300
49 -90 1411.3582387949	300
50 -90 1411.3582385856	300
51 -90 1411.3582396895	300
52 -90 1411.3582387838	300
53 -90 1411.3582384889	300
54 -90 1411.3582387324	300
55 -90 1411.3582386531	300
56 -90 1411.358238448	300
57 -90 1411.3582384864	300
58 -90 1411.3582380376	300
59 -90 1411.3582381444	300
60 -90 1411.3582378353	300
61 -90 1411.3582380427	300
62 -90 1411.3582377938	300
63 -90 1411.358238068	300
64 -90 1411.3582387253	300
65 -90 1411.358238647	300
66 -90 1411.358238133	300
67 -90 1411.3582393234	300
68 -90 1411.3582383245	300
69 -90 1411.3582377806	300
70 -90 1411.3582387053	300
71 -90 1411.3582386219	300
72 -90 1411.3582389088	300
73 -90 1411.3582382997	300
74 -90 1411.3582391388	300
75 -90 1411.3582389539	300
76 -90 1411.3582388269	300
77 -90 1411.3582388598	300
78 -90 1411.3582388672	300
79 -90 1411.3582389266	300
80 -90 1411.3582384751	300
81 -90 1411.3582386924	300
82 -90 1411.3582404642	300
83 -90 1411.3582387246	300
84 -90 1411.3582388774	300
85 -90 1411.3582388159	300
86 -90 1411.3582388234	300
87 -90 1411.3582398166	300
88 -90 1411.3582387801	300
89 -90 1411.3582387795	300
90 -90 1411.3582384473	300
91 -90 1411.3582388577	300
92 -90 1411.3582389859	300
93 -90 1411.3582392464	300
94 -90 1411.3582386463	300
95 -90 1411.3582391367	300
96 -90 1411.3582390271	300
97 -90 1411.3582385884	300
98 -90 1411.3582384168	300
99 -90 1411.358239054	300
100 -90 1411.3582385036	300
101 -90 1411.3582385648	300
102 -90 1411.3582390491	300
103 -90 1411.3582384624	300
104 -90 1411.35823899	300
105 -90 1411.3582383371	300
106 -90 1411.3582389388	300
107 -90 1411.3582382982	300
108 -90 1411.3582386278	300
109 -90 1411.3582382523	300
110 -90 1411.3582390617	300
111 -90 1411.3582389247	300
112 -90 1411.358238401	300
113 -90 1411.3582379814	300
114 -90 1411.3582388797	300
115 -90 1411.3582389079	300
116 -90 1411.3582380538	300
117 -90 1411.3582386445	300
118 -90 1411.358238676	300
119 -90 1411.3582388872	300
120 -90 1411.3582391033	300
121 -90 1411.3582383488	300
122 -90 1411.3582390986	300
123 -90 1411.3582383949	300
124 -90 1411.3582384346	300
125 -90 1411.3582382575	300
126 -90 1411.3582384168	300
127 -90 1411.3582386078	300
128 -90 1411.3582392058	300
129 -90 1411.358238731	300
130 -90 1411.3582388063	300
131 -90 1411.358238914	300
132 -90 1411.358238725	300
133 -90 1411.3582384861	300
134 -90 1411.3582384823	300
135 -90 1411.3582385505	300
136 -90 1411.3582386543	300
137 -90 1411.3582388468	300
138 -90 1411.358239177	300
139 -90 1411.3582377286	300
140 -90 1411.3582393242	300
141 -90 1411.3582384448	300
142 -90 1411.3582378122	300
143 -90 1411.3582393191	300
144 -90 1411.3582395436	300
145 -90 1411.358238616	300
146 -90 1411.3582400536	300
147 -90 1411.35823868	300
148 -90 1411.3582388001	300
149 -90 1411.3582383984	300
150 -90 1411.358238982	300
151 -90 1411.3582390236	300
152 -90 1411.3582389092	300
153 -90 1411.3582386233	300
154 -90 1411.3582390909	300
155 -90 1411.3582384615	300
156 -90 1411.3582382982	300
157 -90 1411.3582386674	300
158 -90 1411.3582387795	300
159 -90 1411.3582388111	300
160 -90 1411.358238404	300
161 -90 1411.3582393677	300
162 -90 1411.3582383329	300
163 -90 1411.3582384186	300
164 -90 1411.3582387508	300
165 -90 1411.358238318	300
166 -90 1411.358238063	300
167 -90 1411.3582388176	300
168 -90 1411.3582381315	300
169 -90 1411.3582390284	300
170 -90 1411.3582385365	300
171 -90 1411.3582390206	300
172 -90 1411.3582387365	300
173 -90 1411.3582388585	300
174 -90 1411.3582388844	300
175 -90 1411.3582384291	300
176 -90 1411.3582391739	300
177 -90 1411.3582382728	300
178 -90 1411.3582393303	300
179 -90 1411.3582392295	300
180 -90 1411.3582387881	300
181 -90 1411.3582376134	300
182 -90 1411.358238908	300
183 -90 1411.358237967	300
184 -90 1411.3582381153	300
185 -90 1411.3582400205	300
186 -90 1411.3582396051	300
