   0.00000   90.00000 1479.74008 325
   1.00000   90.00000 1478.82451 325
   2.00000   90.00000 1478.02762 325
   3.00000   90.00000 1477.56984 325
   4.00000   90.00000 1477.55289 325
   5.00000   90.00000 1477.94285 325
   6.00000   90.00000 1478.58714 325
   7.00000   90.00000 1479.29925 325
   8.00000   90.00000 1479.92658 325
   9.00000   90.00000 1480.35046 325
  10.00000   90.00000 1480.60478 325
  11.00000   90.00000 1480.72347 325
  12.00000   90.00000 1480.72347 325
  13.00000   90.00000 1480.70652 325
  14.00000   90.00000 1480.67260 325
  15.00000   90.00000 1480.65565 325
  16.00000   90.00000 1480.65565 325
  17.00000   90.00000 1480.80824 325
  18.00000   90.00000 1480.96084 325
  19.00000   90.00000 1481.01170 325
  20.00000   90.00000 1480.90998 325
  21.00000   90.00000 1480.72347 325
  22.00000   90.00000 1480.58783 325
  23.00000   90.00000 1480.85911 325
  24.00000   90.00000 1481.24907 325
  25.00000   90.00000 1481.65600 325
  26.00000   90.00000 1481.92728 325
  27.00000   90.00000 1482.04596 325
  28.00000   90.00000 1481.96118 325
  29.00000   90.00000 1481.74077 325
  30.00000   90.00000 1481.46949 325
  31.00000   90.00000 1481.33385 325
  32.00000   90.00000 1481.11343 325
  33.00000   90.00000 1480.68956 325
  34.00000   90.00000 1480.31655 325
  35.00000   90.00000 1480.96084 325
  36.00000   90.00000 1481.58818 325
  37.00000   90.00000 1481.85946 325
  38.00000   90.00000 1481.85946 325
  39.00000   90.00000 1481.89336 325
  40.00000   90.00000 1482.41897 325
  41.00000   90.00000 1483.21585 325
  42.00000   90.00000 1484.16533 325
  43.00000   90.00000 1485.04699 325
  44.00000   90.00000 1485.72519 325
  45.00000   90.00000 1486.13212 325
  46.00000   90.00000 1486.21689 325
  47.00000   90.00000 1485.96257 325
  48.00000   90.00000 1485.38610 325
  49.00000   90.00000 1484.60616 325
  50.00000   90.00000 1483.82623 325
  51.00000   90.00000 1483.16499 325
  52.00000   90.00000 1482.79198 325
  53.00000   90.00000 1482.38506 325
  54.00000   90.00000 1482.01205 325
  55.00000   90.00000 1483.02935 325
  56.00000   90.00000 1483.94492 325
  57.00000   90.00000 1484.48748 325
  58.00000   90.00000 1484.86049 325
  59.00000   90.00000 1485.43696 325
  60.00000   90.00000 1485.74215 325
  61.00000   90.00000 1485.42000 325
  62.00000   90.00000 1484.26707 325
  63.00000   90.00000 1482.45288 325
  64.00000   90.00000 1480.80824 325
  65.00000   90.00000 1482.53766 325
  66.00000   90.00000 1484.41966 325
  67.00000   90.00000 1485.64042 325
  68.00000   90.00000 1486.04734 325
  69.00000   90.00000 1485.84388 325
  70.00000   90.00000 1485.67433 325
  71.00000   90.00000 1486.26776 325
  72.00000   90.00000 1486.77641 325
  73.00000   90.00000 1486.74249 325
  74.00000   90.00000 1486.09821 325
  75.00000   90.00000 1485.04699 325
  76.00000   90.00000 1483.41932 325
  77.00000   90.00000 1481.77468 325
  78.00000   90.00000 1482.82589 325
  79.00000   90.00000 1483.77537 325
  80.00000   90.00000 1484.08056 325
  81.00000   90.00000 1484.11447 325
  82.00000   90.00000 1484.74181 325
  83.00000   90.00000 1485.70824 325
  84.00000   90.00000 1486.94595 325
  85.00000   90.00000 1488.18367 325
  86.00000   90.00000 1489.30270 325
  87.00000   90.00000 1490.03176 325
  88.00000   90.00000 1490.40477 325
  89.00000   90.00000 1490.57433 325
  90.00000   90.00000 1490.72692 325
  91.00000   90.00000 1490.89647 325
  92.00000   90.00000 1491.01516 325
  93.00000   90.00000 1490.86256 325
  94.00000   90.00000 1490.30305 325
  95.00000   90.00000 1489.25184 325
  96.00000   90.00000 1487.94630 325
  97.00000   90.00000 1486.72554 325
  98.00000   90.00000 1485.75911 325
  99.00000   90.00000 1484.97917 325
 100.00000   90.00000 1484.62312 325
 101.00000   90.00000 1485.16568 325
 102.00000   90.00000 1485.57260 325
 103.00000   90.00000 1485.16568 325
 104.00000   90.00000 1483.84319 325
 105.00000   90.00000 1482.43592 325
 106.00000   90.00000 1483.80928 325
 107.00000   90.00000 1485.45392 325
 108.00000   90.00000 1486.48817 325
 109.00000   90.00000 1486.75945 325
 110.00000   90.00000 1486.42035 325
 111.00000   90.00000 1486.03039 325
 112.00000   90.00000 1486.45426 325
 113.00000   90.00000 1487.03073 325
 114.00000   90.00000 1487.16637 325
 115.00000   90.00000 1486.55599 325
 116.00000   90.00000 1485.13177 325
 117.00000   90.00000 1483.08021 325
 118.00000   90.00000 1481.23212 325
 119.00000   90.00000 1482.28333 325
 120.00000   90.00000 1483.72450 325
 121.00000   90.00000 1484.70790 325
 122.00000   90.00000 1485.25046 325
 123.00000   90.00000 1485.65738 325
 124.00000   90.00000 1485.67433 325
 125.00000   90.00000 1485.19959 325
 126.00000   90.00000 1484.26707 325
 127.00000   90.00000 1483.26672 325
 128.00000   90.00000 1483.52104 325
 129.00000   90.00000 1483.92797 325
 130.00000   90.00000 1484.40270 325
 131.00000   90.00000 1485.18263 325
 132.00000   90.00000 1486.03039 325
 133.00000   90.00000 1486.72554 325
 134.00000   90.00000 1487.16637 325
 135.00000   90.00000 1487.31896 325
 136.00000   90.00000 1487.16637 325
 137.00000   90.00000 1486.74249 325
 138.00000   90.00000 1486.08125 325
 139.00000   90.00000 1485.26741 325
 140.00000   90.00000 1484.50444 325
 141.00000   90.00000 1483.94492 325
 142.00000   90.00000 1483.67364 325
 143.00000   90.00000 1483.75842 325
 144.00000   90.00000 1483.79232 325
 145.00000   90.00000 1483.50409 325
 146.00000   90.00000 1482.89371 325
 147.00000   90.00000 1482.30029 325
 148.00000   90.00000 1482.77502 325
 149.00000   90.00000 1483.31759 325
 150.00000   90.00000 1483.65668 325
 151.00000   90.00000 1483.92797 325
 152.00000   90.00000 1484.35184 325
 153.00000   90.00000 1484.69094 325
 154.00000   90.00000 1484.79267 325
 155.00000   90.00000 1484.57226 325
 156.00000   90.00000 1484.11447 325
 157.00000   90.00000 1483.62278 325
 158.00000   90.00000 1483.33454 325
 159.00000   90.00000 1483.57191 325
 160.00000   90.00000 1483.94492 325
 161.00000   90.00000 1484.18229 325
 162.00000   90.00000 1484.14838 325
 163.00000   90.00000 1483.86015 325
 164.00000   90.00000 1483.60582 325
 165.00000   90.00000 1483.74146 325
 166.00000   90.00000 1483.94492 325
 167.00000   90.00000 1484.06361 325
 168.00000   90.00000 1484.16533 325
 169.00000   90.00000 1484.53834 325
 170.00000   90.00000 1485.04699 325
 171.00000   90.00000 1485.64042 325
 172.00000   90.00000 1486.25080 325
 173.00000   90.00000 1486.79336 325
 174.00000   90.00000 1487.16637 325
 175.00000   90.00000 1487.21724 325
 176.00000   90.00000 1486.87813 325
 177.00000   90.00000 1486.08125 325
 178.00000   90.00000 1484.87745 325
 179.00000   90.00000 1483.40236 325
 180.00000   90.00000 1482.26637 325
 181.00000   90.00000 1483.36845 325
