# This ASPECT-compatible file contains material properties calculated along an isentrope by the BurnMan software.
# POINTS: 301 
# depth (m), pressure (Pa), temperature (K), density (kg/m^3), gravity (m/s^2), thermal expansivity (1/K), specific heat (J/K/kg), compressibility (1/Pa), seismic Vs (m/s), seismic Vp (m/s), seismic dVs/dT (m/s/K), seismic dVp/dT (m/s/K)
depth                   pressure                temperature             density                 gravity                 thermal_expansivity     specific_heat           compressibility 	seismic_Vs              seismic_Vp              seismic_dVs_dT          seismic_dVp_dT
0.0000000000e+00	9.9999999587e+04	1.5485933925e+03	3.1559378466e+03	9.8100000000e+00	2.4488221631e-05	1.2993062464e+03	2.2141714830e-11	3.1488227898e+03	6.5173338584e+03	1.5059000000e+00	1.3139000000e+00
9.8984177925e+03	3.0973611979e+08	1.5515994956e+03	3.1797722294e+03	9.8141580602e+00	1.9691967849e-05	1.2977261268e+03	2.1717711101e-11	3.8522507319e+03	7.0495627754e+03	5.6346869336e-01	6.4260788375e-02
1.9796835585e+04	6.2192836711e+08	1.5547828726e+03	3.2044994810e+03	9.8182304106e+00	2.0610176789e-05	1.2942915213e+03	2.0525684560e-11	4.2537728762e+03	7.3657564503e+03	-5.6029997626e-02	-6.1966833430e-01
2.9695253377e+04	9.3617903305e+08	1.5581508833e+03	3.2299839397e+03	9.8222058517e+00	2.7426152624e-05	1.2889973520e+03	1.8544078051e-11	4.3438002696e+03	7.4590313049e+03	-3.4061441456e-01	-7.2045996239e-01
3.9593671170e+04	1.2520630214e+09	1.5624865510e+03	3.2424931043e+03	9.8260334460e+00	3.7695683636e-05	1.2881202181e+03	1.6222518046e-11	4.3577753965e+03	7.5015072867e+03	-3.8751874154e-01	-7.2582549864e-01
4.9492088962e+04	1.5694409675e+09	1.5674141940e+03	3.2538919595e+03	9.8298145049e+00	4.5844299967e-05	1.2892560483e+03	1.4760665868e-11	4.3691990710e+03	7.5422482440e+03	-4.3437877127e-01	-8.1837918270e-01
5.9390506755e+04	1.8882973683e+09	1.5729266284e+03	3.2646940127e+03	9.8335496951e+00	5.1788727875e-05	1.2919703522e+03	1.4111685620e-11	4.3788851737e+03	7.5833950960e+03	-4.7889236388e-01	-9.7770319668e-01
6.9288924547e+04	2.2086462396e+09	1.5792964148e+03	3.2807794593e+03	9.8372092284e+00	5.3088722412e-05	1.2919455161e+03	1.4222622669e-11	4.3956653822e+03	7.6513200624e+03	-4.9127614820e-01	-9.9610039197e-01
7.9187342340e+04	2.5304341386e+09	1.5856970137e+03	3.2964008608e+03	9.8408304380e+00	5.3429153772e-05	1.2903746576e+03	1.3867685618e-11	4.4120058308e+03	7.7167963608e+03	-4.6961441876e-01	-9.1964472055e-01
8.9085760132e+04	2.8535799954e+09	1.5920457009e+03	3.3110713764e+03	9.8444188649e+00	5.2714330739e-05	1.2872294816e+03	1.3153387681e-11	4.4271975346e+03	7.7773086296e+03	-4.2809892181e-01	-7.8569429884e-01
9.8984177925e+04	3.1779982036e+09	1.5980127993e+03	3.3223794147e+03	9.8479544492e+00	4.9756231646e-05	1.2811139728e+03	1.2126450329e-11	4.4379437439e+03	7.8203995109e+03	-3.9618539719e-01	-6.6749468634e-01
1.0888259572e+05	3.5036179460e+09	1.6035951978e+03	3.3337202608e+03	9.8514510341e+00	4.6429441457e-05	1.2731452955e+03	1.1340977378e-11	4.4489786356e+03	7.8634698280e+03	-3.8508141381e-01	-6.2615966390e-01
1.1878101351e+05	3.8303804970e+09	1.6089546790e+03	3.3451382211e+03	9.8549213249e+00	4.2927526868e-05	1.2643167621e+03	1.0653228493e-11	4.4602607425e+03	7.9068406512e+03	-3.8184097326e-01	-6.1385727521e-01
1.2867943130e+05	4.1582389138e+09	1.6141192284e+03	3.3566913312e+03	9.8583581267e+00	3.9345111787e-05	1.2551174324e+03	9.9827677267e-12	4.4718539274e+03	7.9508732736e+03	-3.7866542746e-01	-6.0176397230e-01
1.3857784909e+05	4.4871594295e+09	1.6187378051e+03	3.3659731688e+03	9.8617560510e+00	3.6991073435e-05	1.2486868731e+03	9.3171590335e-12	4.4803031454e+03	7.9834996975e+03	-3.7639819543e-01	-5.9342072204e-01
1.4847626689e+05	4.8171226754e+09	1.6231046914e+03	3.3748976327e+03	9.8651340032e+00	3.5673046475e-05	1.2457949325e+03	8.8259435247e-12	4.4882984638e+03	8.0143354167e+03	-3.7410778716e-01	-5.8542487005e-01
1.5837468468e+05	5.1481182830e+09	1.6272659788e+03	3.3837847072e+03	9.8684923883e+00	3.5424915167e-05	1.2468709016e+03	8.5685004073e-12	4.4962921458e+03	8.0449927370e+03	-3.7165438805e-01	-5.7724886484e-01
1.6827310247e+05	5.4801401747e+09	1.6314669353e+03	3.3925590924e+03	9.8718166281e+00	3.6062297434e-05	1.2523341862e+03	8.8513190514e-12	4.5041309190e+03	8.0751083789e+03	-3.6971917339e-01	-5.7036652054e-01
1.7817152026e+05	5.8131809954e+09	1.6359931576e+03	3.4017335083e+03	9.8751240322e+00	3.6083496870e-05	1.2568010868e+03	9.2346405456e-12	4.5124874078e+03	8.1067847405e+03	-3.6743708422e-01	-5.6265028997e-01
1.8806993806e+05	6.1472327599e+09	1.6407651805e+03	3.4121297116e+03	9.8784169039e+00	3.5324196805e-05	1.2593141798e+03	9.5459965042e-12	4.5225801494e+03	8.1434431260e+03	-3.6476817432e-01	-5.5360561166e-01
1.9796835585e+05	6.4822869602e+09	1.6457275018e+03	3.4256649053e+03	9.8816902462e+00	3.3198692778e-05	1.2574247491e+03	9.4493289642e-12	4.5372297271e+03	8.1930337681e+03	-3.6149899931e-01	-5.4185955653e-01
2.0786677364e+05	6.8183343614e+09	1.6502918568e+03	3.4347974095e+03	9.8849430255e+00	3.1227839225e-05	1.2548724533e+03	8.9873239235e-12	4.5457477614e+03	8.2243884456e+03	-3.3932680391e-01	-5.1627703001e-01
